"hand_breadth","hand_circumference","hand_length","Gender","Weight","Height"
"89","206","197","Male","81.65","177.8"
"87","207","197","Male","84.82","177.8"
"90","214","180","Male","86.18","167.64"
"93","222","193","Male","83.91","170.18"
"90","212","191","Male","84.82","175.26"
"92","225","185","Male","99.79","177.8"
"92","225","197","Male","86.18","175.26"
"88","210","187","Male","77.11","172.72"
"90","215","190","Male","68.04","170.18"
"93","220","181","Male","81.65","175.26"
"93","217","200","Male","88.45","180.34"
"98","227","192","Male","109.77","180.34"
"91","216","189","Male","97.52","185.42"
"96","229","205","Male","97.52","185.42"
"93","219","199","Male","97.52","187.96"
"94","224","202","Male","101.15","175.26"
"82","194","167","Male","72.57","167.64"
"84","211","186","Male","88.9","170.18"
"94","222","221","Male","95.71","182.88"
"88","215","198","Male","89.81","180.34"
"89","215","201","Male","77.11","177.8"
"88","213","190","Male","99.79","177.8"
"88","212","186","Male","86.18","175.26"
"98","228","208","Male","92.99","180.34"
"85","211","181","Male","90.72","175.26"
"83","197","193","Male","74.84","180.34"
"82","192","184","Male","72.57","167.64"
"95","223","210","Male","106.59","180.34"
"87","212","196","Male","81.65","177.8"
"93","215","190","Male","92.99","180.34"
"82","194","178","Male","83.91","172.72"
"86","211","200","Male","79.83","182.88"
"90","215","195","Male","83.91","172.72"
"81","195","185","Male","74.84","180.34"
"89","213","189","Male","76.2","172.72"
"94","220","202","Male","86.18","177.8"
"84","202","190","Male","79.38","175.26"
"90","220","194","Male","102.06","180.34"
"84","197","194","Male","72.12","167.64"
"93","220","187","Male","79.38","177.8"
"95","225","203","Male","90.72","182.88"
"88","213","198","Male","83.91","187.96"
"87","209","174","Male","85.73","157.48"
"85","205","194","Male","82.55","180.34"
"96","233","206","Male","95.25","175.26"
"87","211","190","Male","79.38","177.8"
"94","227","215","Male","102.06","187.96"
"90","217","198","Male","84.82","180.34"
"94","220","205","Male","90.26","180.34"
"86","211","185","Male","81.65","175.26"
"92","220","189","Male","89.81","175.26"
"93","223","203","Male","115.67","193.04"
"93","222","193","Male","92.53","180.34"
"94","226","200","Male","104.33","182.88"
"87","211","183","Male","89.81","165.1"
"90","216","205","Male","95.25","187.96"
"88","209","191","Male","79.38","175.26"
"95","230","210","Male","108.86","180.34"
"91","218","191","Male","95.25","172.72"
"80","196","186","Male","83.91","170.18"
"92","220","200","Male","106.59","182.88"
"82","191","171","Male","77.11","160.02"
"94","228","218","Male","108.86","190.5"
"87","214","198","Male","90.72","180.34"
"87","207","182","Male","99.79","187.96"
"84","208","197","Male","90.72","177.8"
"87","211","193","Male","108.41","185.42"
"91","217","186","Male","98.43","177.8"
"98","231","221","Male","108.86","198.12"
"88","211","196","Male","81.65","172.72"
"95","230","215","Male","89.36","187.96"
"85","206","185","Male","86.18","177.8"
"87","207","182","Male","80.29","172.72"
"91","216","198","Male","87.09","180.34"
"87","206","181","Male","88.45","172.72"
"89","212","197","Male","92.99","180.34"
"91","220","200","Male","90.72","187.96"
"92","225","200","Male","90.26","180.34"
"90","218","209","Male","97.07","180.34"
"93","227","187","Male","95.25","175.26"
"88","213","193","Male","79.38","180.34"
"88","211","191","Male","100.24","177.8"
"78","194","197","Male","81.65","177.8"
"90","211","188","Male","88.45","167.64"
"90","213","190","Male","79.38","175.26"
"94","219","211","Male","102.06","193.04"
"88","210","190","Male","79.38","172.72"
"90","212","194","Male","97.52","182.88"
"92","219","202","Male","85.28","180.34"
"95","228","201","Male","94.8","185.42"
"88","214","188","Male","79.38","175.26"
"94","225","208","Male","113.4","190.5"
"92","217","191","Male","85.28","170.18"
"88","211","188","Male","73.48","170.18"
"90","217","203","Male","95.25","182.88"
"94","226","202","Male","85.73","187.96"
"90","210","191","Male","74.84","182.88"
"81","201","184","Male","76.2","172.72"
"82","202","186","Male","83.91","172.72"
"84","206","186","Male","86.18","172.72"
"89","213","197","Male","92.99","182.88"
"88","210","181","Male","90.72","172.72"
"94","217","194","Male","102.06","185.42"
"87","204","191","Male","86.18","177.8"
"84","200","180","Male","75.75","165.1"
"92","212","198","Male","90.72","177.8"
"86","212","200","Male","95.25","172.72"
"92","217","199","Male","108.41","180.34"
"82","193","177","Male","68.04","172.72"
"88","213","197","Male","86.18","177.8"
"93","220","201","Male","94.8","180.34"
"97","225","194","Male","74.84","177.8"
"86","214","191","Male","83.91","180.34"
"84","205","186","Male","87.09","175.26"
"97","227","211","Male","102.97","187.96"
"94","223","208","Male","92.99","187.96"
"88","207","194","Male","85.28","180.34"
"88","212","192","Male","88.9","177.8"
"85","202","187","Male","81.65","180.34"
"86","207","198","Male","100.24","180.34"
"85","200","182","Male","81.65","175.26"
"86","214","194","Male","88.9","177.8"
"91","216","187","Male","95.25","167.64"
"92","222","205","Male","100.7","182.88"
"88","217","194","Male","80.29","177.8"
"91","220","195","Male","85.28","180.34"
"87","214","204","Male","94.8","182.88"
"87","202","186","Male","79.38","180.34"
"88","216","207","Male","88.45","185.42"
"82","197","183","Male","79.38","177.8"
"86","204","188","Male","81.65","172.72"
"94","223","197","Male","88.45","187.96"
"89","210","190","Male","0","180.34"
"99","229","197","Male","88","177.8"
"92","222","207","Male","99.79","180.34"
"88","213","196","Male","87.09","238.76"
"84","211","198","Male","79.83","177.8"
"88","207","196","Male","92.08","187.96"
"85","200","193","Male","72.57","175.26"
"93","223","206","Male","101.6","180.34"
"86","206","181","Male","97.52","177.8"
"83","203","176","Male","74.84","165.1"
"91","216","186","Male","86.18","175.26"
"90","202","179","Male","79.38","177.8"
"85","206","194","Male","85.73","175.26"
"87","207","205","Male","79.38","182.88"
"96","226","195","Male","95.25","182.88"
"97","231","204","Male","82.55","172.72"
"88","205","190","Male","77.11","172.72"
"88","213","200","Male","83.91","177.8"
"84","199","188","Male","58.97","167.64"
"96","229","204","Male","108.86","177.8"
"86","211","198","Male","88.45","182.88"
"93","223","203","Male","90.72","185.42"
"90","216","191","Male","86.18","172.72"
"93","223","201","Male","83.91","180.34"
"91","220","215","Male","99.34","182.88"
"90","216","205","Male","86.18","190.5"
"84","201","173","Male","76.2","162.56"
"87","212","197","Male","84.37","167.64"
"86","210","186","Male","96.62","187.96"
"93","222","202","Male","80.74","185.42"
"89","206","192","Male","75.3","177.8"
"91","222","195","Male","106.14","172.72"
"94","223","199","Male","92.99","177.8"
"86","217","208","Male","83.46","180.34"
"89","210","199","Male","81.65","177.8"
"90","215","189","Male","82.1","172.72"
"79","193","173","Male","65.32","154.94"
"90","217","190","Male","70.31","175.26"
"87","203","197","Male","79.38","177.8"
"80","192","180","Male","74.84","170.18"
"98","235","203","Male","104.33","180.34"
"85","204","193","Male","72.57","177.8"
"86","211","190","Male","72.57","172.72"
"88","211","198","Male","97.52","172.72"
"86","206","188","Male","88","170.18"
"88","216","192","Male","90.72","167.64"
"84","203","190","Male","81.65","165.1"
"92","223","201","Male","86.18","182.88"
"82","193","183","Male","73.03","170.18"
"84","202","175","Male","84.82","172.72"
"99","233","198","Male","79.38","177.8"
"85","204","181","Male","83.91","170.18"
"88","217","197","Male","104.33","185.42"
"88","212","181","Male","77.11","170.18"
"84","198","195","Male","72.57","185.42"
"87","214","178","Male","65.32","175.26"
"88","214","190","Male","81.65","170.18"
"93","224","197","Male","98.88","177.8"
"88","208","190","Male","79.38","177.8"
"90","218","203","Male","106.59","177.8"
"92","225","187","Male","88.45","175.26"
"94","226","190","Male","104.33","190.5"
"91","217","191","Male","86.18","175.26"
"82","193","187","Male","69.85","175.26"
"88","213","190","Male","92.99","175.26"
"90","214","193","Male","102.06","172.72"
"86","213","197","Male","83.91","177.8"
"80","193","176","Male","73.03","165.1"
"81","194","174","Male","63.5","167.64"
"90","213","197","Male","83.46","180.34"
"88","212","198","Male","95.25","180.34"
"91","216","190","Male","88.45","175.26"
"86","200","193","Male","70.31","170.18"
"93","221","193","Male","77.11","172.72"
"92","223","197","Male","104.33","182.88"
"85","200","185","Male","72.57","170.18"
"91","212","190","Male","86.18","180.34"
"88","214","187","Male","81.65","175.26"
"87","204","177","Male","69.85","167.64"
"89","210","187","Male","80.74","175.26"
"82","197","183","Male","75.3","177.8"
"97","234","201","Male","77.11","180.34"
"80","199","184","Male","95.25","172.72"
"84","200","185","Male","83.91","182.88"
"77","190","180","Male","59.42","167.64"
"87","215","188","Male","99.79","175.26"
"93","217","220","Male","92.99","200.66"
"90","216","195","Male","102.06","172.72"
"89","214","194","Male","102.97","190.5"
"89","215","204","Male","77.11","187.96"
"88","209","188","Male","106.59","185.42"
"91","216","193","Male","83.91","185.42"
"87","212","194","Male","81.65","175.26"
"90","218","207","Male","106.59","195.58"
"95","224","186","Male","82.1","167.64"
"94","225","185","Male","100.24","180.34"
"88","214","200","Male","77.11","170.18"
"88","215","190","Male","76.2","162.56"
"90","217","186","Male","97.07","162.56"
"89","217","188","Male","88.45","170.18"
"85","205","194","Male","83.91","175.26"
"83","197","180","Male","86.18","172.72"
"87","201","188","Male","81.65","175.26"
"86","206","189","Male","106.59","177.8"
"95","224","203","Male","86.18","182.88"
"87","214","192","Male","65.77","177.8"
"95","224","194","Male","129.27","187.96"
"93","220","199","Male","97.52","180.34"
"86","206","200","Male","81.65","193.04"
"93","218","188","Male","83.91","182.88"
"95","228","197","Male","120.2","195.58"
"87","211","193","Male","97.52","182.88"
"88","217","197","Male","102.06","187.96"
"84","197","186","Male","68.04","175.26"
"93","227","209","Male","94.35","180.34"
"89","210","194","Male","70.31","172.72"
"87","209","195","Male","65.77","180.34"
"88","217","192","Male","86.64","185.42"
"87","213","186","Male","74.84","175.26"
"91","215","196","Male","92.08","182.88"
"86","204","188","Male","72.57","177.8"
"90","221","200","Male","104.33","182.88"
"92","219","195","Male","113.4","180.34"
"87","205","200","Male","83.91","185.42"
"80","194","174","Male","61.23","170.18"
"88","220","197","Male","108.86","180.34"
"83","199","183","Male","77.56","177.8"
"94","226","204","Male","117.93","182.88"
"82","195","179","Male","54.43","172.72"
"88","213","184","Male","88.45","177.8"
"89","213","195","Male","81.65","180.34"
"97","227","204","Male","106.59","182.88"
"96","221","198","Male","88.45","182.88"
"91","213","191","Male","83.91","187.96"
"83","197","187","Male","83.01","182.88"
"88","208","180","Male","68.04","172.72"
"84","206","183","Male","79.38","175.26"
"87","211","216","Male","74.84","185.42"
"91","223","188","Male","95.25","182.88"
"92","224","200","Male","97.52","185.42"
"88","214","200","Male","106.59","187.96"
"85","204","187","Male","65.77","170.18"
"94","225","199","Male","99.79","190.5"
"86","204","195","Male","79.38","177.8"
"88","216","188","Male","92.99","187.96"
"88","211","219","Male","77.11","187.96"
"92","226","194","Male","92.99","177.8"
"91","220","198","Male","102.06","175.26"
"88","207","182","Male","75.75","177.8"
"95","225","212","Male","120.2","193.04"
"93","217","192","Male","92.99","187.96"
"91","222","194","Male","100.7","185.42"
"89","212","180","Male","75.3","167.64"
"84","211","183","Male","83.91","170.18"
"95","226","189","Male","86.18","170.18"
"92","223","190","Male","112.04","175.26"
"89","211","186","Male","81.65","170.18"
"90","213","190","Male","79.38","170.18"
"85","207","193","Male","92.99","182.88"
"88","215","197","Male","99.79","190.5"
"88","213","197","Male","99.79","177.8"
"92","220","204","Male","100.7","182.88"
"84","205","187","Male","86.18","170.18"
"94","222","214","Male","77.11","182.88"
"88","215","206","Male","95.25","187.96"
"87","210","187","Male","72.57","177.8"
"90","218","203","Male","108.86","187.96"
"94","227","200","Male","111.58","187.96"
"88","211","193","Male","96.16","172.72"
"91","213","196","Male","84.82","182.88"
"91","216","196","Male","96.62","180.34"
"88","214","192","Male","65.77","172.72"
"82","202","200","Male","102.06","187.96"
"90","214","192","Male","89.81","180.34"
"86","204","188","Male","68.04","170.18"
"83","205","174","Male","80.74","170.18"
"86","207","191","Male","74.84","180.34"
"89","215","195","Male","88.45","172.72"
"87","205","188","Male","78.02","167.64"
"86","204","184","Male","68.04","177.8"
"92","216","206","Male","81.65","193.04"
"101","244","205","Male","115.67","190.5"
"91","215","195","Male","95.25","182.88"
"89","212","205","Male","132.9","195.58"
"94","233","201","Male","99.79","187.96"
"86","208","188","Male","81.65","175.26"
"86","207","191","Male","65.77","172.72"
"99","236","214","Male","95.25","190.5"
"88","223","197","Male","99.79","182.88"
"84","206","184","Male","55.34","170.18"
"78","191","186","Male","63.5","167.64"
"85","205","182","Male","76.2","175.26"
"93","220","199","Male","99.79","185.42"
"79","188","174","Male","39.92","160.02"
"91","211","199","Male","90.72","180.34"
"102","241","217","Male","125.19","185.42"
"92","219","201","Male","81.65","187.96"
"85","205","189","Male","74.84","177.8"
"88","212","189","Male","88.45","167.64"
"89","206","203","Male","81.65","185.42"
"87","212","195","Male","81.65","185.42"
"84","197","189","Male","86.18","177.8"
"86","206","193","Male","70.31","182.88"
"94","224","200","Male","106.59","175.26"
"88","212","193","Male","79.38","185.42"
"86","207","194","Male","62.6","172.72"
"87","212","185","Male","95.25","182.88"
"85","204","184","Male","81.65","180.34"
"92","216","193","Male","68.04","182.88"
"80","194","182","Male","81.65","180.34"
"81","197","187","Male","72.57","175.26"
"90","214","202","Male","86.18","185.42"
"89","213","204","Male","97.52","187.96"
"93","218","196","Male","83.91","180.34"
"95","225","211","Male","83.91","182.88"
"84","201","184","Male","82.55","172.72"
"85","212","187","Male","70.76","165.1"
"78","190","184","Male","70.31","182.88"
"87","205","195","Male","70.31","180.34"
"88","215","187","Male","88.45","172.72"
"83","205","182","Male","56.7","170.18"
"92","216","191","Male","88.45","175.26"
"94","217","198","Male","90.72","177.8"
"81","197","181","Male","81.65","162.56"
"81","193","178","Male","81.65","180.34"
"94","228","213","Male","111.13","185.42"
"87","208","194","Male","58.06","175.26"
"91","217","199","Male","95.25","172.72"
"90","216","204","Male","86.18","180.34"
"83","197","183","Male","57.61","167.64"
"96","229","195","Male","96.62","185.42"
"95","229","206","Male","92.99","172.72"
"92","217","202","Male","89.81","182.88"
"89","211","184","Male","83.91","165.1"
